date,Alarm Year,Alarm Month,Alarm Day,Major Incident Type,Incident Count,id
07/12/2015,2015,12,7,False Alarm,24,2015-12-07False Alarm
07/12/2015,2015,12,7,Fire,3,2015-12-07Fire
07/12/2015,2015,12,7,Hazardous Condition,26,2015-12-07Hazardous Condition
07/12/2015,2015,12,7,Investigation,14,2015-12-07Investigation
07/12/2015,2015,12,7,Medical/Rescue,88,2015-12-07Medical/Rescue
07/12/2015,2015,12,7,Public Service Assistance,10,2015-12-07Public Service Assistance
08/12/2015,2015,12,8,False Alarm,22,2015-12-08False Alarm
08/12/2015,2015,12,8,Fire,4,2015-12-08Fire
08/12/2015,2015,12,8,Hazardous Condition,18,2015-12-08Hazardous Condition
08/12/2015,2015,12,8,Investigation,11,2015-12-08Investigation
08/12/2015,2015,12,8,Medical/Rescue,79,2015-12-08Medical/Rescue
08/12/2015,2015,12,8,Public Service Assistance,5,2015-12-08Public Service Assistance
09/12/2015,2015,12,9,False Alarm,28,2015-12-09False Alarm
09/12/2015,2015,12,9,Hazardous Condition,22,2015-12-09Hazardous Condition
09/12/2015,2015,12,9,Investigation,7,2015-12-09Investigation
09/12/2015,2015,12,9,Medical/Rescue,78,2015-12-09Medical/Rescue
09/12/2015,2015,12,9,Public Service Assistance,8,2015-12-09Public Service Assistance
10/12/2015,2015,12,10,False Alarm,28,2015-12-10False Alarm
10/12/2015,2015,12,10,Fire,2,2015-12-10Fire
10/12/2015,2015,12,10,Hazardous Condition,18,2015-12-10Hazardous Condition
10/12/2015,2015,12,10,Investigation,10,2015-12-10Investigation
10/12/2015,2015,12,10,Medical/Rescue,95,2015-12-10Medical/Rescue
10/12/2015,2015,12,10,Public Service Assistance,6,2015-12-10Public Service Assistance
10/12/2015,2015,12,10,Severe Weather,1,2015-12-10Severe Weather
11/12/2015,2015,12,11,False Alarm,20,2015-12-11False Alarm
11/12/2015,2015,12,11,Hazardous Condition,14,2015-12-11Hazardous Condition
11/12/2015,2015,12,11,Investigation,12,2015-12-11Investigation
11/12/2015,2015,12,11,Medical/Rescue,90,2015-12-11Medical/Rescue
11/12/2015,2015,12,11,Public Service Assistance,5,2015-12-11Public Service Assistance
12/12/2015,2015,12,12,False Alarm,25,2015-12-12False Alarm
12/12/2015,2015,12,12,Fire,4,2015-12-12Fire
12/12/2015,2015,12,12,Hazardous Condition,14,2015-12-12Hazardous Condition
12/12/2015,2015,12,12,Investigation,5,2015-12-12Investigation
12/12/2015,2015,12,12,Medical/Rescue,69,2015-12-12Medical/Rescue
12/12/2015,2015,12,12,Public Service Assistance,7,2015-12-12Public Service Assistance
12/12/2015,2015,12,12,Severe Weather,1,2015-12-12Severe Weather
13/12/2015,2015,12,13,False Alarm,26,2015-12-13False Alarm
13/12/2015,2015,12,13,Fire,1,2015-12-13Fire
13/12/2015,2015,12,13,Hazardous Condition,9,2015-12-13Hazardous Condition
13/12/2015,2015,12,13,Investigation,4,2015-12-13Investigation
13/12/2015,2015,12,13,Medical/Rescue,76,2015-12-13Medical/Rescue
13/12/2015,2015,12,13,Public Service Assistance,2,2015-12-13Public Service Assistance
14/12/2015,2015,12,14,False Alarm,27,2015-12-14False Alarm
14/12/2015,2015,12,14,Fire,1,2015-12-14Fire
14/12/2015,2015,12,14,Hazardous Condition,26,2015-12-14Hazardous Condition
14/12/2015,2015,12,14,Investigation,11,2015-12-14Investigation
14/12/2015,2015,12,14,Medical/Rescue,79,2015-12-14Medical/Rescue
14/12/2015,2015,12,14,Public Service Assistance,9,2015-12-14Public Service Assistance
15/12/2015,2015,12,15,False Alarm,32,2015-12-15False Alarm
15/12/2015,2015,12,15,Fire,7,2015-12-15Fire
15/12/2015,2015,12,15,Hazardous Condition,20,2015-12-15Hazardous Condition
15/12/2015,2015,12,15,Investigation,12,2015-12-15Investigation
15/12/2015,2015,12,15,Medical/Rescue,90,2015-12-15Medical/Rescue
15/12/2015,2015,12,15,Public Service Assistance,6,2015-12-15Public Service Assistance
16/12/2015,2015,12,16,False Alarm,32,2015-12-16False Alarm
16/12/2015,2015,12,16,Fire,3,2015-12-16Fire
16/12/2015,2015,12,16,Hazardous Condition,15,2015-12-16Hazardous Condition
16/12/2015,2015,12,16,Investigation,11,2015-12-16Investigation
16/12/2015,2015,12,16,Medical/Rescue,90,2015-12-16Medical/Rescue
16/12/2015,2015,12,16,Public Service Assistance,9,2015-12-16Public Service Assistance
17/12/2015,2015,12,17,False Alarm,28,2015-12-17False Alarm
17/12/2015,2015,12,17,Fire,2,2015-12-17Fire
17/12/2015,2015,12,17,Hazardous Condition,26,2015-12-17Hazardous Condition
17/12/2015,2015,12,17,Investigation,15,2015-12-17Investigation
17/12/2015,2015,12,17,Medical/Rescue,86,2015-12-17Medical/Rescue
17/12/2015,2015,12,17,Public Service Assistance,11,2015-12-17Public Service Assistance
17/12/2015,2015,12,17,Severe Weather,1,2015-12-17Severe Weather
18/12/2015,2015,12,18,False Alarm,25,2015-12-18False Alarm
18/12/2015,2015,12,18,Fire,3,2015-12-18Fire
18/12/2015,2015,12,18,Hazardous Condition,27,2015-12-18Hazardous Condition
18/12/2015,2015,12,18,Investigation,14,2015-12-18Investigation
18/12/2015,2015,12,18,Medical/Rescue,125,2015-12-18Medical/Rescue
18/12/2015,2015,12,18,Public Service Assistance,8,2015-12-18Public Service Assistance
19/12/2015,2015,12,19,Hazardous Condition,17,2015-12-19Hazardous Condition
19/12/2015,2015,12,19,Investigation,11,2015-12-19Investigation
19/12/2015,2015,12,19,Medical/Rescue,95,2015-12-19Medical/Rescue
19/12/2015,2015,12,19,Public Service Assistance,10,2015-12-19Public Service Assistance
19/12/2015,2015,12,19,Severe Weather,2,2015-12-19Severe Weather
20/12/2015,2015,12,20,False Alarm,24,2015-12-20False Alarm
24/01/2010,2010,1,24,Hazardous Condition,18,2010-01-24Hazardous Condition
02/02/2010,2010,2,2,Public Service Assistance,7,2010-02-02Public Service Assistance
20/12/2015,2015,12,20,Fire,3,2015-12-20Fire
20/12/2015,2015,12,20,Hazardous Condition,6,2015-12-20Hazardous Condition
20/12/2015,2015,12,20,Investigation,10,2015-12-20Investigation
20/12/2015,2015,12,20,Medical/Rescue,87,2015-12-20Medical/Rescue
20/12/2015,2015,12,20,Public Service Assistance,11,2015-12-20Public Service Assistance
20/12/2015,2015,12,20,Severe Weather,1,2015-12-20Severe Weather
21/12/2015,2015,12,21,False Alarm,25,2015-12-21False Alarm
21/12/2015,2015,12,21,Fire,4,2015-12-21Fire
21/12/2015,2015,12,21,Hazardous Condition,17,2015-12-21Hazardous Condition
21/12/2015,2015,12,21,Investigation,3,2015-12-21Investigation
21/12/2015,2015,12,21,Medical/Rescue,91,2015-12-21Medical/Rescue
21/12/2015,2015,12,21,Public Service Assistance,14,2015-12-21Public Service Assistance
22/12/2015,2015,12,22,False Alarm,36,2015-12-22False Alarm
22/12/2015,2015,12,22,Fire,7,2015-12-22Fire
22/12/2015,2015,12,22,Hazardous Condition,21,2015-12-22Hazardous Condition
22/12/2015,2015,12,22,Investigation,8,2015-12-22Investigation
22/12/2015,2015,12,22,Medical/Rescue,75,2015-12-22Medical/Rescue
22/12/2015,2015,12,22,Public Service Assistance,5,2015-12-22Public Service Assistance
22/12/2015,2015,12,22,Severe Weather,3,2015-12-22Severe Weather
23/12/2015,2015,12,23,False Alarm,19,2015-12-23False Alarm
23/12/2015,2015,12,23,Hazardous Condition,25,2015-12-23Hazardous Condition
23/12/2015,2015,12,23,Investigation,10,2015-12-23Investigation
23/12/2015,2015,12,23,Medical/Rescue,71,2015-12-23Medical/Rescue
23/12/2015,2015,12,23,Public Service Assistance,9,2015-12-23Public Service Assistance
23/12/2015,2015,12,23,Severe Weather,1,2015-12-23Severe Weather
24/12/2015,2015,12,24,False Alarm,35,2015-12-24False Alarm
24/12/2015,2015,12,24,Fire,2,2015-12-24Fire
24/12/2015,2015,12,24,Hazardous Condition,34,2015-12-24Hazardous Condition
24/12/2015,2015,12,24,Investigation,20,2015-12-24Investigation
24/12/2015,2015,12,24,Medical/Rescue,147,2015-12-24Medical/Rescue
24/12/2015,2015,12,24,Public Service Assistance,7,2015-12-24Public Service Assistance
25/12/2015,2015,12,25,False Alarm,38,2015-12-25False Alarm
25/12/2015,2015,12,25,Fire,5,2015-12-25Fire
25/12/2015,2015,12,25,Hazardous Condition,25,2015-12-25Hazardous Condition
25/12/2015,2015,12,25,Investigation,11,2015-12-25Investigation
25/12/2015,2015,12,25,Medical/Rescue,104,2015-12-25Medical/Rescue
25/12/2015,2015,12,25,Public Service Assistance,5,2015-12-25Public Service Assistance
25/12/2015,2015,12,25,Severe Weather,1,2015-12-25Severe Weather
26/12/2015,2015,12,26,False Alarm,52,2015-12-26False Alarm
26/12/2015,2015,12,26,Hazardous Condition,27,2015-12-26Hazardous Condition
26/12/2015,2015,12,26,Investigation,19,2015-12-26Investigation
26/12/2015,2015,12,26,Medical/Rescue,76,2015-12-26Medical/Rescue
26/12/2015,2015,12,26,Public Service Assistance,8,2015-12-26Public Service Assistance
26/12/2015,2015,12,26,Severe Weather,4,2015-12-26Severe Weather
27/12/2015,2015,12,27,False Alarm,18,2015-12-27False Alarm
27/12/2015,2015,12,27,Fire,4,2015-12-27Fire
27/12/2015,2015,12,27,Hazardous Condition,13,2015-12-27Hazardous Condition
27/12/2015,2015,12,27,Investigation,12,2015-12-27Investigation
27/12/2015,2015,12,27,Medical/Rescue,77,2015-12-27Medical/Rescue
27/12/2015,2015,12,27,Public Service Assistance,11,2015-12-27Public Service Assistance
27/12/2015,2015,12,27,Severe Weather,3,2015-12-27Severe Weather
28/12/2015,2015,12,28,False Alarm,12,2015-12-28False Alarm
28/12/2015,2015,12,28,Fire,1,2015-12-28Fire
28/12/2015,2015,12,28,Hazardous Condition,8,2015-12-28Hazardous Condition
28/12/2015,2015,12,28,Investigation,10,2015-12-28Investigation
28/12/2015,2015,12,28,Medical/Rescue,80,2015-12-28Medical/Rescue
28/12/2015,2015,12,28,Public Service Assistance,9,2015-12-28Public Service Assistance
29/12/2015,2015,12,29,False Alarm,12,2015-12-29False Alarm
29/12/2015,2015,12,29,Fire,3,2015-12-29Fire
29/12/2015,2015,12,29,Hazardous Condition,21,2015-12-29Hazardous Condition
29/12/2015,2015,12,29,Investigation,8,2015-12-29Investigation
29/12/2015,2015,12,29,Medical/Rescue,74,2015-12-29Medical/Rescue
29/12/2015,2015,12,29,Public Service Assistance,10,2015-12-29Public Service Assistance
29/12/2015,2015,12,29,Severe Weather,1,2015-12-29Severe Weather
30/12/2015,2015,12,30,False Alarm,31,2015-12-30False Alarm
30/12/2015,2015,12,30,Hazardous Condition,16,2015-12-30Hazardous Condition
30/12/2015,2015,12,30,Investigation,11,2015-12-30Investigation
30/12/2015,2015,12,30,Medical/Rescue,75,2015-12-30Medical/Rescue
30/12/2015,2015,12,30,Public Service Assistance,8,2015-12-30Public Service Assistance
30/12/2015,2015,12,30,Severe Weather,1,2015-12-30Severe Weather
31/12/2015,2015,12,31,False Alarm,20,2015-12-31False Alarm
31/12/2015,2015,12,31,Fire,1,2015-12-31Fire
31/12/2015,2015,12,31,Hazardous Condition,12,2015-12-31Hazardous Condition
31/12/2015,2015,12,31,Investigation,9,2015-12-31Investigation
31/12/2015,2015,12,31,Medical/Rescue,85,2015-12-31Medical/Rescue
31/12/2015,2015,12,31,Public Service Assistance,7,2015-12-31Public Service Assistance
01/01/2016,2016,1,1,False Alarm,25,2016-01-01False Alarm
01/01/2016,2016,1,1,Fire,4,2016-01-01Fire
01/01/2016,2016,1,1,Hazardous Condition,7,2016-01-01Hazardous Condition
01/01/2016,2016,1,1,Investigation,14,2016-01-01Investigation
01/01/2016,2016,1,1,Medical/Rescue,89,2016-01-01Medical/Rescue
01/01/2016,2016,1,1,Public Service Assistance,8,2016-01-01Public Service Assistance
01/01/2016,2016,1,1,Rupture/Explosion,1,2016-01-01Rupture/Explosion
01/01/2016,2016,1,1,Severe Weather,1,2016-01-01Severe Weather
02/01/2016,2016,1,2,False Alarm,20,2016-01-02False Alarm
02/01/2016,2016,1,2,Fire,1,2016-01-02Fire
02/01/2016,2016,1,2,Hazardous Condition,10,2016-01-02Hazardous Condition
02/01/2016,2016,1,2,Investigation,14,2016-01-02Investigation
02/01/2016,2016,1,2,Medical/Rescue,81,2016-01-02Medical/Rescue
02/01/2016,2016,1,2,Public Service Assistance,11,2016-01-02Public Service Assistance
02/01/2016,2016,1,2,Severe Weather,1,2016-01-02Severe Weather
03/01/2016,2016,1,3,False Alarm,20,2016-01-03False Alarm
03/01/2016,2016,1,3,Hazardous Condition,6,2016-01-03Hazardous Condition
03/01/2016,2016,1,3,Investigation,7,2016-01-03Investigation
03/01/2016,2016,1,3,Medical/Rescue,77,2016-01-03Medical/Rescue
03/01/2016,2016,1,3,Public Service Assistance,9,2016-01-03Public Service Assistance
03/01/2016,2016,1,3,Severe Weather,2,2016-01-03Severe Weather
04/01/2016,2016,1,4,False Alarm,16,2016-01-04False Alarm
04/01/2016,2016,1,4,Fire,2,2016-01-04Fire
04/01/2016,2016,1,4,Hazardous Condition,28,2016-01-04Hazardous Condition
04/01/2016,2016,1,4,Investigation,9,2016-01-04Investigation
04/01/2016,2016,1,4,Medical/Rescue,73,2016-01-04Medical/Rescue
04/01/2016,2016,1,4,Public Service Assistance,3,2016-01-04Public Service Assistance
05/01/2016,2016,1,5,False Alarm,23,2016-01-05False Alarm
05/01/2016,2016,1,5,Hazardous Condition,16,2016-01-05Hazardous Condition
05/01/2016,2016,1,5,Investigation,9,2016-01-05Investigation
05/01/2016,2016,1,5,Medical/Rescue,77,2016-01-05Medical/Rescue
05/01/2016,2016,1,5,Public Service Assistance,12,2016-01-05Public Service Assistance
05/01/2016,2016,1,5,Severe Weather,1,2016-01-05Severe Weather
06/01/2016,2016,1,6,False Alarm,18,2016-01-06False Alarm
06/01/2016,2016,1,6,Fire,2,2016-01-06Fire
06/01/2016,2016,1,6,Hazardous Condition,20,2016-01-06Hazardous Condition
06/01/2016,2016,1,6,Investigation,5,2016-01-06Investigation
06/01/2016,2016,1,6,Medical/Rescue,77,2016-01-06Medical/Rescue
06/01/2016,2016,1,6,Public Service Assistance,11,2016-01-06Public Service Assistance
07/01/2016,2016,1,7,False Alarm,23,2016-01-07False Alarm
07/01/2016,2016,1,7,Fire,5,2016-01-07Fire
07/01/2016,2016,1,7,Hazardous Condition,25,2016-01-07Hazardous Condition
07/01/2016,2016,1,7,Investigation,14,2016-01-07Investigation
07/01/2016,2016,1,7,Medical/Rescue,112,2016-01-07Medical/Rescue
07/01/2016,2016,1,7,Public Service Assistance,6,2016-01-07Public Service Assistance
07/01/2016,2016,1,7,Rupture/Explosion,1,2016-01-07Rupture/Explosion
08/01/2016,2016,1,8,False Alarm,21,2016-01-08False Alarm
08/01/2016,2016,1,8,Fire,2,2016-01-08Fire
08/01/2016,2016,1,8,Hazardous Condition,15,2016-01-08Hazardous Condition
08/01/2016,2016,1,8,Investigation,6,2016-01-08Investigation
08/01/2016,2016,1,8,Medical/Rescue,87,2016-01-08Medical/Rescue
08/01/2016,2016,1,8,Public Service Assistance,7,2016-01-08Public Service Assistance
08/01/2016,2016,1,8,Rupture/Explosion,1,2016-01-08Rupture/Explosion
09/01/2016,2016,1,9,False Alarm,41,2016-01-09False Alarm
09/01/2016,2016,1,9,Fire,2,2016-01-09Fire
09/01/2016,2016,1,9,Hazardous Condition,18,2016-01-09Hazardous Condition
09/01/2016,2016,1,9,Investigation,11,2016-01-09Investigation
09/01/2016,2016,1,9,Medical/Rescue,78,2016-01-09Medical/Rescue
09/01/2016,2016,1,9,Public Service Assistance,14,2016-01-09Public Service Assistance
09/01/2016,2016,1,9,Rupture/Explosion,1,2016-01-09Rupture/Explosion
09/01/2016,2016,1,9,Severe Weather,1,2016-01-09Severe Weather
10/01/2016,2016,1,10,False Alarm,30,2016-01-10False Alarm
10/01/2016,2016,1,10,Hazardous Condition,13,2016-01-10Hazardous Condition
10/01/2016,2016,1,10,Investigation,13,2016-01-10Investigation
10/01/2016,2016,1,10,Medical/Rescue,78,2016-01-10Medical/Rescue
10/01/2016,2016,1,10,Public Service Assistance,11,2016-01-10Public Service Assistance
10/01/2016,2016,1,10,Severe Weather,1,2016-01-10Severe Weather
11/01/2016,2016,1,11,False Alarm,28,2016-01-11False Alarm
11/01/2016,2016,1,11,Hazardous Condition,12,2016-01-11Hazardous Condition
11/01/2016,2016,1,11,Investigation,8,2016-01-11Investigation
11/01/2016,2016,1,11,Medical/Rescue,83,2016-01-11Medical/Rescue
11/01/2016,2016,1,11,Public Service Assistance,8,2016-01-11Public Service Assistance
12/01/2016,2016,1,12,False Alarm,27,2016-01-12False Alarm
12/01/2016,2016,1,12,Fire,3,2016-01-12Fire
12/01/2016,2016,1,12,Hazardous Condition,17,2016-01-12Hazardous Condition
12/01/2016,2016,1,12,Investigation,18,2016-01-12Investigation
12/01/2016,2016,1,12,Medical/Rescue,89,2016-01-12Medical/Rescue
12/01/2016,2016,1,12,Public Service Assistance,6,2016-01-12Public Service Assistance
13/01/2016,2016,1,13,False Alarm,20,2016-01-13False Alarm
13/01/2016,2016,1,13,Fire,1,2016-01-13Fire
13/01/2016,2016,1,13,Hazardous Condition,24,2016-01-13Hazardous Condition
13/01/2016,2016,1,13,Investigation,15,2016-01-13Investigation
13/01/2016,2016,1,13,Medical/Rescue,89,2016-01-13Medical/Rescue
13/01/2016,2016,1,13,Public Service Assistance,9,2016-01-13Public Service Assistance
14/01/2016,2016,1,14,False Alarm,26,2016-01-14False Alarm
14/01/2016,2016,1,14,Hazardous Condition,16,2016-01-14Hazardous Condition
14/01/2016,2016,1,14,Investigation,11,2016-01-14Investigation
14/01/2016,2016,1,14,Medical/Rescue,65,2016-01-14Medical/Rescue
14/01/2016,2016,1,14,Public Service Assistance,5,2016-01-14Public Service Assistance
14/01/2016,2016,1,14,Severe Weather,1,2016-01-14Severe Weather
15/01/2016,2016,1,15,False Alarm,24,2016-01-15False Alarm
15/01/2016,2016,1,15,Fire,2,2016-01-15Fire
15/01/2016,2016,1,15,Hazardous Condition,18,2016-01-15Hazardous Condition
15/01/2016,2016,1,15,Investigation,6,2016-01-15Investigation
15/01/2016,2016,1,15,Medical/Rescue,68,2016-01-15Medical/Rescue
15/01/2016,2016,1,15,Public Service Assistance,10,2016-01-15Public Service Assistance
15/01/2016,2016,1,15,Severe Weather,2,2016-01-15Severe Weather
16/01/2016,2016,1,16,False Alarm,18,2016-01-16False Alarm
16/01/2016,2016,1,16,Fire,2,2016-01-16Fire
16/01/2016,2016,1,16,Hazardous Condition,12,2016-01-16Hazardous Condition
16/01/2016,2016,1,16,Investigation,6,2016-01-16Investigation
16/01/2016,2016,1,16,Medical/Rescue,82,2016-01-16Medical/Rescue
16/01/2016,2016,1,16,Public Service Assistance,10,2016-01-16Public Service Assistance
16/01/2016,2016,1,16,Severe Weather,2,2016-01-16Severe Weather
17/01/2016,2016,1,17,False Alarm,19,2016-01-17False Alarm
17/01/2016,2016,1,17,Fire,2,2016-01-17Fire
17/01/2016,2016,1,17,Hazardous Condition,17,2016-01-17Hazardous Condition
17/01/2016,2016,1,17,Investigation,7,2016-01-17Investigation
17/01/2016,2016,1,17,Medical/Rescue,67,2016-01-17Medical/Rescue
17/01/2016,2016,1,17,Public Service Assistance,4,2016-01-17Public Service Assistance
18/01/2016,2016,1,18,False Alarm,30,2016-01-18False Alarm
18/01/2016,2016,1,18,Hazardous Condition,16,2016-01-18Hazardous Condition
18/01/2016,2016,1,18,Investigation,10,2016-01-18Investigation
18/01/2016,2016,1,18,Medical/Rescue,73,2016-01-18Medical/Rescue
18/01/2016,2016,1,18,Public Service Assistance,11,2016-01-18Public Service Assistance
19/01/2016,2016,1,19,False Alarm,26,2016-01-19False Alarm
19/01/2016,2016,1,19,Fire,2,2016-01-19Fire
19/01/2016,2016,1,19,Hazardous Condition,20,2016-01-19Hazardous Condition
19/01/2016,2016,1,19,Investigation,8,2016-01-19Investigation
19/01/2016,2016,1,19,Medical/Rescue,77,2016-01-19Medical/Rescue
19/01/2016,2016,1,19,Public Service Assistance,3,2016-01-19Public Service Assistance
20/01/2016,2016,1,20,False Alarm,18,2016-01-20False Alarm
20/01/2016,2016,1,20,Fire,1,2016-01-20Fire
20/01/2016,2016,1,20,Hazardous Condition,13,2016-01-20Hazardous Condition
20/01/2016,2016,1,20,Investigation,17,2016-01-20Investigation
20/01/2016,2016,1,20,Medical/Rescue,69,2016-01-20Medical/Rescue
20/01/2016,2016,1,20,Public Service Assistance,6,2016-01-20Public Service Assistance
20/01/2016,2016,1,20,Rupture/Explosion,1,2016-01-20Rupture/Explosion
20/01/2016,2016,1,20,Severe Weather,3,2016-01-20Severe Weather
21/01/2016,2016,1,21,False Alarm,23,2016-01-21False Alarm
21/01/2016,2016,1,21,Hazardous Condition,13,2016-01-21Hazardous Condition
21/01/2016,2016,1,21,Investigation,6,2016-01-21Investigation
21/01/2016,2016,1,21,Medical/Rescue,96,2016-01-21Medical/Rescue
21/01/2016,2016,1,21,Public Service Assistance,9,2016-01-21Public Service Assistance
22/01/2016,2016,1,22,Fire,5,2016-01-22Fire
22/01/2016,2016,1,22,Hazardous Condition,12,2016-01-22Hazardous Condition
22/01/2016,2016,1,22,Investigation,16,2016-01-22Investigation
22/01/2016,2016,1,22,Medical/Rescue,96,2016-01-22Medical/Rescue
22/01/2016,2016,1,22,Public Service Assistance,11,2016-01-22Public Service Assistance
23/01/2016,2016,1,23,False Alarm,16,2016-01-23False Alarm
23/01/2016,2016,1,23,Fire,3,2016-01-23Fire
23/01/2016,2016,1,23,Hazardous Condition,12,2016-01-23Hazardous Condition
23/01/2016,2016,1,23,Investigation,8,2016-01-23Investigation
23/01/2016,2016,1,23,Medical/Rescue,92,2016-01-23Medical/Rescue
23/01/2016,2016,1,23,Public Service Assistance,16,2016-01-23Public Service Assistance
23/01/2016,2016,1,23,Rupture/Explosion,1,2016-01-23Rupture/Explosion
24/01/2016,2016,1,24,False Alarm,12,2016-01-24False Alarm
24/01/2016,2016,1,24,Hazardous Condition,10,2016-01-24Hazardous Condition
24/01/2016,2016,1,24,Investigation,8,2016-01-24Investigation
24/01/2016,2016,1,24,Medical/Rescue,80,2016-01-24Medical/Rescue
24/01/2016,2016,1,24,Public Service Assistance,9,2016-01-24Public Service Assistance
24/01/2016,2016,1,24,Rupture/Explosion,1,2016-01-24Rupture/Explosion
25/01/2016,2016,1,25,False Alarm,25,2016-01-25False Alarm
25/01/2016,2016,1,25,Fire,2,2016-01-25Fire
25/01/2016,2016,1,25,Hazardous Condition,7,2016-01-25Hazardous Condition
25/01/2016,2016,1,25,Investigation,7,2016-01-25Investigation
25/01/2016,2016,1,25,Medical/Rescue,84,2016-01-25Medical/Rescue
25/01/2016,2016,1,25,Public Service Assistance,4,2016-01-25Public Service Assistance
26/01/2016,2016,1,26,False Alarm,24,2016-01-26False Alarm
26/01/2016,2016,1,26,Fire,1,2016-01-26Fire
26/01/2016,2016,1,26,Hazardous Condition,19,2016-01-26Hazardous Condition
26/01/2016,2016,1,26,Investigation,11,2016-01-26Investigation
26/01/2016,2016,1,26,Medical/Rescue,72,2016-01-26Medical/Rescue
26/01/2016,2016,1,26,Public Service Assistance,5,2016-01-26Public Service Assistance
27/01/2016,2016,1,27,False Alarm,25,2016-01-27False Alarm
27/01/2016,2016,1,27,Fire,4,2016-01-27Fire
27/01/2016,2016,1,27,Hazardous Condition,15,2016-01-27Hazardous Condition
27/01/2016,2016,1,27,Investigation,20,2016-01-27Investigation
27/01/2016,2016,1,27,Medical/Rescue,83,2016-01-27Medical/Rescue
27/01/2016,2016,1,27,Public Service Assistance,3,2016-01-27Public Service Assistance
27/01/2016,2016,1,27,Rupture/Explosion,1,2016-01-27Rupture/Explosion
28/01/2016,2016,1,28,False Alarm,20,2016-01-28False Alarm
28/01/2016,2016,1,28,Hazardous Condition,14,2016-01-28Hazardous Condition
28/01/2016,2016,1,28,Investigation,17,2016-01-28Investigation
28/01/2016,2016,1,28,Medical/Rescue,79,2016-01-28Medical/Rescue
28/01/2016,2016,1,28,Public Service Assistance,11,2016-01-28Public Service Assistance
28/01/2016,2016,1,28,Severe Weather,1,2016-01-28Severe Weather
29/01/2016,2016,1,29,False Alarm,29,2016-01-29False Alarm
29/01/2016,2016,1,29,Hazardous Condition,21,2016-01-29Hazardous Condition
29/01/2016,2016,1,29,Investigation,18,2016-01-29Investigation
29/01/2016,2016,1,29,Medical/Rescue,102,2016-01-29Medical/Rescue
29/01/2016,2016,1,29,Public Service Assistance,7,2016-01-29Public Service Assistance
29/01/2016,2016,1,29,Severe Weather,1,2016-01-29Severe Weather
30/01/2016,2016,1,30,False Alarm,14,2016-01-30False Alarm
30/01/2016,2016,1,30,Fire,5,2016-01-30Fire
30/01/2016,2016,1,30,Hazardous Condition,11,2016-01-30Hazardous Condition
30/01/2016,2016,1,30,Investigation,8,2016-01-30Investigation
30/01/2016,2016,1,30,Medical/Rescue,82,2016-01-30Medical/Rescue
30/01/2016,2016,1,30,Public Service Assistance,6,2016-01-30Public Service Assistance
30/01/2016,2016,1,30,Severe Weather,1,2016-01-30Severe Weather
31/01/2016,2016,1,31,False Alarm,12,2016-01-31False Alarm
31/01/2016,2016,1,31,Fire,3,2016-01-31Fire
31/01/2016,2016,1,31,Hazardous Condition,17,2016-01-31Hazardous Condition
31/01/2016,2016,1,31,Investigation,14,2016-01-31Investigation
31/01/2016,2016,1,31,Medical/Rescue,78,2016-01-31Medical/Rescue
31/01/2016,2016,1,31,Public Service Assistance,7,2016-01-31Public Service Assistance
01/02/2016,2016,2,1,False Alarm,18,2016-02-01False Alarm
01/02/2016,2016,2,1,Fire,4,2016-02-01Fire
10/02/2010,2010,2,10,Hazardous Condition,22,2010-02-10Hazardous Condition
01/02/2016,2016,2,1,Hazardous Condition,17,2016-02-01Hazardous Condition
01/02/2016,2016,2,1,Investigation,8,2016-02-01Investigation
01/02/2016,2016,2,1,Medical/Rescue,76,2016-02-01Medical/Rescue
01/02/2016,2016,2,1,Public Service Assistance,6,2016-02-01Public Service Assistance
01/02/2016,2016,2,1,Severe Weather,2,2016-02-01Severe Weather
02/02/2016,2016,2,2,False Alarm,19,2016-02-02False Alarm
02/02/2016,2016,2,2,Fire,1,2016-02-02Fire
02/02/2016,2016,2,2,Hazardous Condition,18,2016-02-02Hazardous Condition
02/02/2016,2016,2,2,Investigation,10,2016-02-02Investigation
02/02/2016,2016,2,2,Medical/Rescue,86,2016-02-02Medical/Rescue
02/02/2016,2016,2,2,Public Service Assistance,3,2016-02-02Public Service Assistance
03/02/2016,2016,2,3,False Alarm,24,2016-02-03False Alarm
03/02/2016,2016,2,3,Fire,1,2016-02-03Fire
03/02/2016,2016,2,3,Hazardous Condition,18,2016-02-03Hazardous Condition
03/02/2016,2016,2,3,Investigation,20,2016-02-03Investigation
03/02/2016,2016,2,3,Medical/Rescue,79,2016-02-03Medical/Rescue
03/02/2016,2016,2,3,Public Service Assistance,8,2016-02-03Public Service Assistance
03/02/2016,2016,2,3,Rupture/Explosion,1,2016-02-03Rupture/Explosion
03/02/2016,2016,2,3,Severe Weather,1,2016-02-03Severe Weather
04/02/2016,2016,2,4,False Alarm,25,2016-02-04False Alarm
04/02/2016,2016,2,4,Fire,2,2016-02-04Fire
04/02/2016,2016,2,4,Hazardous Condition,22,2016-02-04Hazardous Condition
04/02/2016,2016,2,4,Investigation,7,2016-02-04Investigation
04/02/2016,2016,2,4,Medical/Rescue,61,2016-02-04Medical/Rescue
04/02/2016,2016,2,4,Public Service Assistance,12,2016-02-04Public Service Assistance
04/02/2016,2016,2,4,Rupture/Explosion,1,2016-02-04Rupture/Explosion
05/02/2016,2016,2,5,False Alarm,30,2016-02-05False Alarm
